Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2022/03/17,SPY,SPY,S,CBOE,601761
2022/03/18,SPY,SPY,S,CBOE,785388
2022/03/21,SPY,SPY,S,CBOE,764461
2022/03/22,SPY,SPY,S,CBOE,639081
2022/03/23,SPY,SPY,S,CBOE,734333
2022/03/24,SPY,SPY,S,CBOE,522234
2022/03/25,SPY,SPY,S,CBOE,847447
2022/03/28,SPY,SPY,S,CBOE,649689
2022/03/29,SPY,SPY,S,CBOE,718789
2022/03/30,SPY,SPY,S,CBOE,784584
2022/03/31,SPY,SPY,S,CBOE,655044
2022/04/01,SPY,SPY,S,CBOE,807556
2022/04/04,SPY,SPY,S,CBOE,525425
2022/04/05,SPY,SPY,S,CBOE,599359
2022/04/06,SPY,SPY,S,CBOE,953513
2022/04/07,SPY,SPY,S,CBOE,595848
2022/04/08,SPY,SPY,S,CBOE,672818
2022/04/11,SPY,SPY,S,CBOE,686543
2022/04/12,SPY,SPY,S,CBOE,637128
2022/04/13,SPY,SPY,S,CBOE,602157
2022/04/14,SPY,SPY,S,CBOE,714130
2022/04/18,SPY,SPY,S,CBOE,653634
2022/04/19,SPY,SPY,S,CBOE,654413
2022/04/20,SPY,SPY,S,CBOE,720469
2022/04/21,SPY,SPY,S,CBOE,848079
2022/04/22,SPY,SPY,S,CBOE,1062772
2022/04/25,SPY,SPY,S,CBOE,1082280
2022/04/26,SPY,SPY,S,CBOE,785941
2022/04/27,SPY,SPY,S,CBOE,978952
2022/04/28,SPY,SPY,S,CBOE,674918
2022/04/29,SPY,SPY,S,CBOE,1037108
2022/05/02,SPY,SPY,S,CBOE,1175344
2022/05/03,SPY,SPY,S,CBOE,587861
2022/05/04,SPY,SPY,S,CBOE,846684
2022/05/05,SPY,SPY,S,CBOE,944182
2022/05/06,SPY,SPY,S,CBOE,979529
2022/05/09,SPY,SPY,S,CBOE,1035901
2022/05/10,SPY,SPY,S,CBOE,710780
2022/05/11,SPY,SPY,S,CBOE,876641
2022/05/12,SPY,SPY,S,CBOE,772576
2022/05/13,SPY,SPY,S,CBOE,923046
2022/05/16,SPY,SPY,S,CBOE,677459
2022/05/17,SPY,SPY,S,CBOE,672824
2022/05/18,SPY,SPY,S,CBOE,991006
2022/05/19,SPY,SPY,S,CBOE,829637
2022/05/20,SPY,SPY,S,CBOE,1159552
2022/05/23,SPY,SPY,S,CBOE,830375
2022/05/24,SPY,SPY,S,CBOE,669857
2022/05/25,SPY,SPY,S,CBOE,716902
2022/05/26,SPY,SPY,S,CBOE,665000
2022/05/27,SPY,SPY,S,CBOE,764906
2022/05/31,SPY,SPY,S,CBOE,775136
2022/06/01,SPY,SPY,S,CBOE,814696
2022/06/02,SPY,SPY,S,CBOE,615362
2022/06/03,SPY,SPY,S,CBOE,760491
2022/06/06,SPY,SPY,S,CBOE,675355
2022/06/07,SPY,SPY,S,CBOE,579444
2022/06/08,SPY,SPY,S,CBOE,693438
2022/06/09,SPY,SPY,S,CBOE,670224
2022/06/10,SPY,SPY,S,CBOE,1137870
2022/06/13,SPY,SPY,S,CBOE,1220437
2022/06/14,SPY,SPY,S,CBOE,809142
2022/06/15,SPY,SPY,S,CBOE,883019
2022/06/16,SPY,SPY,S,CBOE,837493
2022/06/17,SPY,SPY,S,CBOE,854399
2022/06/21,SPY,SPY,S,CBOE,658842
2022/06/22,SPY,SPY,S,CBOE,822835
2022/06/23,SPY,SPY,S,CBOE,594941
2022/06/24,SPY,SPY,S,CBOE,908764
2022/06/27,SPY,SPY,S,CBOE,643674
2022/06/28,SPY,SPY,S,CBOE,768476
2022/06/29,SPY,SPY,S,CBOE,697821
2022/06/30,SPY,SPY,S,CBOE,793188
2022/07/01,SPY,SPY,S,CBOE,896991
2022/07/05,SPY,SPY,S,CBOE,746512
2022/07/06,SPY,SPY,S,CBOE,714787
2022/07/07,SPY,SPY,S,CBOE,607276
2022/07/08,SPY,SPY,S,CBOE,807744
2022/07/11,SPY,SPY,S,CBOE,715915
2022/07/12,SPY,SPY,S,CBOE,569733
2022/07/13,SPY,SPY,S,CBOE,861905
2022/07/14,SPY,SPY,S,CBOE,742622
2022/07/15,SPY,SPY,S,CBOE,824497
2022/07/18,SPY,SPY,S,CBOE,878954
2022/07/19,SPY,SPY,S,CBOE,804567
2022/07/20,SPY,SPY,S,CBOE,852458
2022/07/21,SPY,SPY,S,CBOE,613930
2022/07/22,SPY,SPY,S,CBOE,908179
2022/07/25,SPY,SPY,S,CBOE,608131
2022/07/26,SPY,SPY,S,CBOE,450847
2022/07/27,SPY,SPY,S,CBOE,1070717
2022/07/28,SPY,SPY,S,CBOE,732972
2022/07/29,SPY,SPY,S,CBOE,891222
2022/08/01,SPY,SPY,S,CBOE,785386
2022/08/02,SPY,SPY,S,CBOE,726636
2022/08/03,SPY,SPY,S,CBOE,786804
2022/08/04,SPY,SPY,S,CBOE,557054
2022/08/05,SPY,SPY,S,CBOE,815201
2022/08/08,SPY,SPY,S,CBOE,741761
2022/08/09,SPY,SPY,S,CBOE,458392
2022/08/10,SPY,SPY,S,CBOE,883685
2022/08/11,SPY,SPY,S,CBOE,761827
2022/08/12,SPY,SPY,S,CBOE,824729
2022/08/15,SPY,SPY,S,CBOE,791939
2022/08/16,SPY,SPY,S,CBOE,684270
2022/08/17,SPY,SPY,S,CBOE,877018
2022/08/18,SPY,SPY,S,CBOE,515634
2022/08/19,SPY,SPY,S,CBOE,923794
2022/08/22,SPY,SPY,S,CBOE,878583
2022/08/23,SPY,SPY,S,CBOE,544953
2022/08/24,SPY,SPY,S,CBOE,764883
2022/08/25,SPY,SPY,S,CBOE,642442
2022/08/26,SPY,SPY,S,CBOE,1206005
2022/08/29,SPY,SPY,S,CBOE,992495
2022/08/30,SPY,SPY,S,CBOE,821525
2022/08/31,SPY,SPY,S,CBOE,976639
2022/09/01,SPY,SPY,S,CBOE,1018134
2022/09/02,SPY,SPY,S,CBOE,1276363
2022/09/06,SPY,SPY,S,CBOE,945520
2022/09/07,SPY,SPY,S,CBOE,1042251
2022/09/08,SPY,SPY,S,CBOE,986835
2022/09/09,SPY,SPY,S,CBOE,1130704
2022/09/12,SPY,SPY,S,CBOE,940116
2022/09/13,SPY,SPY,S,CBOE,1019132
2022/09/14,SPY,SPY,S,CBOE,995850
2022/09/15,SPY,SPY,S,CBOE,842533
2022/09/16,SPY,SPY,S,CBOE,1211780
2022/09/19,SPY,SPY,S,CBOE,883509
2022/09/20,SPY,SPY,S,CBOE,815430
2022/09/21,SPY,SPY,S,CBOE,1150574
2022/09/22,SPY,SPY,S,CBOE,984273
2022/09/23,SPY,SPY,S,CBOE,1483737
2022/09/26,SPY,SPY,S,CBOE,970584
2022/09/27,SPY,SPY,S,CBOE,1100538
2022/09/28,SPY,SPY,S,CBOE,1066570
2022/09/29,SPY,SPY,S,CBOE,1000610
2022/09/30,SPY,SPY,S,CBOE,1244344
2022/10/03,SPY,SPY,S,CBOE,1043742
2022/10/04,SPY,SPY,S,CBOE,973062
2022/10/05,SPY,SPY,S,CBOE,1044601
2022/10/06,SPY,SPY,S,CBOE,732149
2022/10/07,SPY,SPY,S,CBOE,1187982
2022/10/10,SPY,SPY,S,CBOE,997427
2022/10/11,SPY,SPY,S,CBOE,987985
2022/10/12,SPY,SPY,S,CBOE,849358
2022/10/13,SPY,SPY,S,CBOE,1324876
2022/10/14,SPY,SPY,S,CBOE,1305866
2022/10/17,SPY,SPY,S,CBOE,1009334
2022/10/18,SPY,SPY,S,CBOE,1156501
2022/10/19,SPY,SPY,S,CBOE,1034754
2022/10/20,SPY,SPY,S,CBOE,993745
2022/10/21,SPY,SPY,S,CBOE,1328418
2022/10/24,SPY,SPY,S,CBOE,1103155
2022/10/25,SPY,SPY,S,CBOE,790725
2022/10/26,SPY,SPY,S,CBOE,1095492
2022/10/27,SPY,SPY,S,CBOE,720362
2022/10/28,SPY,SPY,S,CBOE,1066452
2022/10/31,SPY,SPY,S,CBOE,815940
2022/11/01,SPY,SPY,S,CBOE,586112
2022/11/02,SPY,SPY,S,CBOE,986585
2022/11/03,SPY,SPY,S,CBOE,794677
2022/11/04,SPY,SPY,S,CBOE,1217694
2022/11/07,SPY,SPY,S,CBOE,823420
2022/11/08,SPY,SPY,S,CBOE,825205
2022/11/09,SPY,SPY,S,CBOE,949747
2022/11/10,SPY,SPY,S,CBOE,1057828
2022/11/11,SPY,SPY,S,CBOE,1110226
2022/11/14,SPY,SPY,S,CBOE,973259
2022/11/15,SPY,SPY,S,CBOE,1173280
2022/11/16,SPY,SPY,S,CBOE,831255
2022/11/17,SPY,SPY,S,CBOE,949920
2022/11/18,SPY,SPY,S,CBOE,1117923
2022/11/21,SPY,SPY,S,CBOE,773876
2022/11/22,SPY,SPY,S,CBOE,825608
2022/11/23,SPY,SPY,S,CBOE,1324382
2022/11/25,SPY,SPY,S,CBOE,406501
2022/11/28,SPY,SPY,S,CBOE,881365
2022/11/29,SPY,SPY,S,CBOE,909108
2022/11/30,SPY,SPY,S,CBOE,1209659
2022/12/01,SPY,SPY,S,CBOE,1016070
2022/12/02,SPY,SPY,S,CBOE,1068997
2022/12/05,SPY,SPY,S,CBOE,1129771
2022/12/06,SPY,SPY,S,CBOE,1257640
2022/12/07,SPY,SPY,S,CBOE,921508
2022/12/08,SPY,SPY,S,CBOE,844000
2022/12/09,SPY,SPY,S,CBOE,994017
2022/12/12,SPY,SPY,S,CBOE,866645
2022/12/13,SPY,SPY,S,CBOE,1232143
2022/12/14,SPY,SPY,S,CBOE,959867
2022/12/15,SPY,SPY,S,CBOE,1114372
2022/12/16,SPY,SPY,S,CBOE,1096900
2022/12/19,SPY,SPY,S,CBOE,988640
2022/12/20,SPY,SPY,S,CBOE,942055
2022/12/21,SPY,SPY,S,CBOE,1089654
2022/12/22,SPY,SPY,S,CBOE,1301523
2022/12/23,SPY,SPY,S,CBOE,905424
2022/12/27,SPY,SPY,S,CBOE,787071
2022/12/28,SPY,SPY,S,CBOE,1228926
2022/12/29,SPY,SPY,S,CBOE,1104966
2022/12/30,SPY,SPY,S,CBOE,924096
2023/01/03,SPY,SPY,S,CBOE,975989
2023/01/04,SPY,SPY,S,CBOE,1315597
2023/01/05,SPY,SPY,S,CBOE,927841
2023/01/06,SPY,SPY,S,CBOE,1397937
2023/01/09,SPY,SPY,S,CBOE,1204664
2023/01/10,SPY,SPY,S,CBOE,952581
2023/01/11,SPY,SPY,S,CBOE,1082274
2023/01/12,SPY,SPY,S,CBOE,1145634
2023/01/13,SPY,SPY,S,CBOE,939902
2023/01/17,SPY,SPY,S,CBOE,847541
2023/01/18,SPY,SPY,S,CBOE,1299952
2023/01/19,SPY,SPY,S,CBOE,1117124
2023/01/20,SPY,SPY,S,CBOE,1119225
2023/01/23,SPY,SPY,S,CBOE,1372744
2023/01/24,SPY,SPY,S,CBOE,903257
2023/01/25,SPY,SPY,S,CBOE,1182869
2023/01/26,SPY,SPY,S,CBOE,1193334
2023/01/27,SPY,SPY,S,CBOE,1349420
2023/01/30,SPY,SPY,S,CBOE,1101163
2023/01/31,SPY,SPY,S,CBOE,899786
2023/02/01,SPY,SPY,S,CBOE,1208164
2023/02/02,SPY,SPY,S,CBOE,1334026
2023/02/03,SPY,SPY,S,CBOE,1268273
2023/02/06,SPY,SPY,S,CBOE,949963
2023/02/07,SPY,SPY,S,CBOE,1177418
2023/02/08,SPY,SPY,S,CBOE,1067765
2023/02/09,SPY,SPY,S,CBOE,1170437
2023/02/10,SPY,SPY,S,CBOE,993299
2023/02/13,SPY,SPY,S,CBOE,935955
2023/02/14,SPY,SPY,S,CBOE,1084511
2023/02/15,SPY,SPY,S,CBOE,840942
2023/02/16,SPY,SPY,S,CBOE,1120539
2023/02/17,SPY,SPY,S,CBOE,1157866
2023/02/21,SPY,SPY,S,CBOE,1060926
2023/02/22,SPY,SPY,S,CBOE,1054667
2023/02/23,SPY,SPY,S,CBOE,1199469
2023/02/24,SPY,SPY,S,CBOE,1253520
2023/02/27,SPY,SPY,S,CBOE,1101006
2023/02/28,SPY,SPY,S,CBOE,950169
2023/03/01,SPY,SPY,S,CBOE,1001724
2023/03/02,SPY,SPY,S,CBOE,1079257
2023/03/03,SPY,SPY,S,CBOE,1074368
2023/03/06,SPY,SPY,S,CBOE,1033239
2023/03/07,SPY,SPY,S,CBOE,1042679
2023/03/08,SPY,SPY,S,CBOE,933181
2023/03/09,SPY,SPY,S,CBOE,1269447
2023/03/10,SPY,SPY,S,CBOE,1426964
2023/03/13,SPY,SPY,S,CBOE,1070798
2023/03/14,SPY,SPY,S,CBOE,1168557
2023/03/15,SPY,SPY,S,CBOE,1019127
2023/03/16,SPY,SPY,S,CBOE,1200366
2023/03/17,SPY,SPY,S,CBOE,949545
2023/03/20,SPY,SPY,S,CBOE,835455
2023/03/21,SPY,SPY,S,CBOE,921039
2023/03/22,SPY,SPY,S,CBOE,984657
2023/03/23,SPY,SPY,S,CBOE,1178680
2023/03/24,SPY,SPY,S,CBOE,1112807
2023/03/27,SPY,SPY,S,CBOE,951236
2023/03/28,SPY,SPY,S,CBOE,953535
2023/03/29,SPY,SPY,S,CBOE,1012605
2023/03/30,SPY,SPY,S,CBOE,1050812
2023/03/31,SPY,SPY,S,CBOE,1315512
2023/04/03,SPY,SPY,S,CBOE,1000949
2023/04/04,SPY,SPY,S,CBOE,1081821
2023/04/05,SPY,SPY,S,CBOE,949508
2023/04/06,SPY,SPY,S,CBOE,811376
2023/04/10,SPY,SPY,S,CBOE,800414
2023/04/11,SPY,SPY,S,CBOE,882803
2023/04/12,SPY,SPY,S,CBOE,1081973
2023/04/13,SPY,SPY,S,CBOE,1035410
2023/04/14,SPY,SPY,S,CBOE,1155753
2023/04/17,SPY,SPY,S,CBOE,867168
2023/04/18,SPY,SPY,S,CBOE,974851
2023/04/19,SPY,SPY,S,CBOE,884527
2023/04/20,SPY,SPY,S,CBOE,1123616
2023/04/21,SPY,SPY,S,CBOE,936183
2023/04/24,SPY,SPY,S,CBOE,929407
2023/04/25,SPY,SPY,S,CBOE,1123862
2023/04/26,SPY,SPY,S,CBOE,1012179
2023/04/27,SPY,SPY,S,CBOE,1095786
2023/04/28,SPY,SPY,S,CBOE,1095646
2023/05/01,SPY,SPY,S,CBOE,939852
2023/05/02,SPY,SPY,S,CBOE,1302486
2023/05/03,SPY,SPY,S,CBOE,926906
2023/05/04,SPY,SPY,S,CBOE,1087216
2023/05/05,SPY,SPY,S,CBOE,1114739
2023/05/08,SPY,SPY,S,CBOE,883921
2023/05/09,SPY,SPY,S,CBOE,791058
2023/05/10,SPY,SPY,S,CBOE,1290411
2023/05/11,SPY,SPY,S,CBOE,1013196
2023/05/12,SPY,SPY,S,CBOE,1160251
2023/05/15,SPY,SPY,S,CBOE,1016156
2023/05/16,SPY,SPY,S,CBOE,892332
2023/05/17,SPY,SPY,S,CBOE,1252980
2023/05/18,SPY,SPY,S,CBOE,1220469
2023/05/19,SPY,SPY,S,CBOE,1187376
2023/05/22,SPY,SPY,S,CBOE,1011666
2023/05/23,SPY,SPY,S,CBOE,1274579
2023/05/24,SPY,SPY,S,CBOE,1142769
2023/05/25,SPY,SPY,S,CBOE,1075512
2023/05/26,SPY,SPY,S,CBOE,1056813
2023/05/30,SPY,SPY,S,CBOE,976987
2023/05/31,SPY,SPY,S,CBOE,923138
2023/06/01,SPY,SPY,S,CBOE,1160212
2023/06/02,SPY,SPY,S,CBOE,1404700
2023/06/05,SPY,SPY,S,CBOE,1225390
2023/06/06,SPY,SPY,S,CBOE,1141520
2023/06/07,SPY,SPY,S,CBOE,1230306
2023/06/08,SPY,SPY,S,CBOE,1105153
2023/06/09,SPY,SPY,S,CBOE,1151417
2023/06/12,SPY,SPY,S,CBOE,1027557
2023/06/13,SPY,SPY,S,CBOE,1228028
2023/06/14,SPY,SPY,S,CBOE,1185985
2023/06/15,SPY,SPY,S,CBOE,1318996
2023/06/16,SPY,SPY,S,CBOE,1246103
2023/06/20,SPY,SPY,S,CBOE,1149808
2023/06/21,SPY,SPY,S,CBOE,1055063
2023/06/22,SPY,SPY,S,CBOE,1021310
2023/06/23,SPY,SPY,S,CBOE,1085798
2023/06/26,SPY,SPY,S,CBOE,1092673
2023/06/27,SPY,SPY,S,CBOE,1249173
2023/06/28,SPY,SPY,S,CBOE,1041808
2023/06/29,SPY,SPY,S,CBOE,958960
2023/06/30,SPY,SPY,S,CBOE,1149196
2023/07/03,SPY,SPY,S,CBOE,465388
2023/07/05,SPY,SPY,S,CBOE,745607
2023/07/06,SPY,SPY,S,CBOE,1084168
2023/07/07,SPY,SPY,S,CBOE,1089688
2023/07/10,SPY,SPY,S,CBOE,999359
2023/07/11,SPY,SPY,S,CBOE,1037538
2023/07/12,SPY,SPY,S,CBOE,1138703
2023/07/13,SPY,SPY,S,CBOE,1022974
2023/07/14,SPY,SPY,S,CBOE,1106970
2023/07/17,SPY,SPY,S,CBOE,848231
2023/07/18,SPY,SPY,S,CBOE,1111543
2023/07/19,SPY,SPY,S,CBOE,1029941
2023/07/20,SPY,SPY,S,CBOE,1246921
2023/07/21,SPY,SPY,S,CBOE,942591
2023/07/24,SPY,SPY,S,CBOE,860130
2023/07/25,SPY,SPY,S,CBOE,752698
2023/07/26,SPY,SPY,S,CBOE,760834
2023/07/27,SPY,SPY,S,CBOE,1386950
2023/07/28,SPY,SPY,S,CBOE,1181693
2023/07/31,SPY,SPY,S,CBOE,749297
2023/08/01,SPY,SPY,S,CBOE,788343
2023/08/02,SPY,SPY,S,CBOE,1213137
2023/08/03,SPY,SPY,S,CBOE,1003785
2023/08/04,SPY,SPY,S,CBOE,1195301
2023/08/07,SPY,SPY,S,CBOE,878604
2023/08/08,SPY,SPY,S,CBOE,1041085
2023/08/09,SPY,SPY,S,CBOE,1095900
2023/08/10,SPY,SPY,S,CBOE,1307200
2023/08/11,SPY,SPY,S,CBOE,1115198
2023/08/14,SPY,SPY,S,CBOE,1012172
2023/08/15,SPY,SPY,S,CBOE,1147195
2023/08/16,SPY,SPY,S,CBOE,1225275
2023/08/17,SPY,SPY,S,CBOE,1339486
2023/08/18,SPY,SPY,S,CBOE,1239310
2023/08/21,SPY,SPY,S,CBOE,1122896
2023/08/22,SPY,SPY,S,CBOE,1057945
2023/08/23,SPY,SPY,S,CBOE,1046199
2023/08/24,SPY,SPY,S,CBOE,1119377
2023/08/25,SPY,SPY,S,CBOE,1138985
2023/08/28,SPY,SPY,S,CBOE,1072072
2023/08/29,SPY,SPY,S,CBOE,1332863
2023/08/30,SPY,SPY,S,CBOE,1082971
2023/08/31,SPY,SPY,S,CBOE,1033853
2023/09/01,SPY,SPY,S,CBOE,959060
2023/09/05,SPY,SPY,S,CBOE,743829
2023/09/06,SPY,SPY,S,CBOE,995912
2023/09/07,SPY,SPY,S,CBOE,881921
2023/09/08,SPY,SPY,S,CBOE,834718
2023/09/11,SPY,SPY,S,CBOE,749923
2023/09/12,SPY,SPY,S,CBOE,780457
2023/09/13,SPY,SPY,S,CBOE,831952
2023/09/14,SPY,SPY,S,CBOE,948467
2023/09/15,SPY,SPY,S,CBOE,941708
2023/09/18,SPY,SPY,S,CBOE,726315
2023/09/19,SPY,SPY,S,CBOE,970466
2023/09/20,SPY,SPY,S,CBOE,899568
2023/09/21,SPY,SPY,S,CBOE,1223473
2023/09/22,SPY,SPY,S,CBOE,1160872
2023/09/25,SPY,SPY,S,CBOE,945635
2023/09/26,SPY,SPY,S,CBOE,1277740
2023/09/27,SPY,SPY,S,CBOE,1725890
2023/09/28,SPY,SPY,S,CBOE,1221067
2023/09/29,SPY,SPY,S,CBOE,1242819
2023/10/02,SPY,SPY,S,CBOE,1177071
2023/10/03,SPY,SPY,S,CBOE,1360212
2023/10/04,SPY,SPY,S,CBOE,1288181
2023/10/05,SPY,SPY,S,CBOE,906693
2023/10/06,SPY,SPY,S,CBOE,1009840
2023/10/09,SPY,SPY,S,CBOE,900518
2023/10/10,SPY,SPY,S,CBOE,1025427
2023/10/11,SPY,SPY,S,CBOE,860758
2023/10/12,SPY,SPY,S,CBOE,1038844
2023/10/13,SPY,SPY,S,CBOE,1030885
2023/10/16,SPY,SPY,S,CBOE,932514
2023/10/17,SPY,SPY,S,CBOE,1065211
2023/10/18,SPY,SPY,S,CBOE,1017287
2023/10/19,SPY,SPY,S,CBOE,1089279
2023/10/20,SPY,SPY,S,CBOE,1054571
2023/10/23,SPY,SPY,S,CBOE,1126278
2023/10/24,SPY,SPY,S,CBOE,829489
2023/10/25,SPY,SPY,S,CBOE,1104625
2023/10/26,SPY,SPY,S,CBOE,1168164
2023/10/27,SPY,SPY,S,CBOE,1149779
2023/10/30,SPY,SPY,S,CBOE,1323691
2023/10/31,SPY,SPY,S,CBOE,986593
2023/11/01,SPY,SPY,S,CBOE,780390
2023/11/02,SPY,SPY,S,CBOE,869964
2023/11/03,SPY,SPY,S,CBOE,918629
2023/11/06,SPY,SPY,S,CBOE,707146
2023/11/07,SPY,SPY,S,CBOE,850698
2023/11/08,SPY,SPY,S,CBOE,755778
2023/11/09,SPY,SPY,S,CBOE,748846
2023/11/10,SPY,SPY,S,CBOE,654995
2023/11/13,SPY,SPY,S,CBOE,911330
2023/11/14,SPY,SPY,S,CBOE,1154746
2023/11/15,SPY,SPY,S,CBOE,918639
2023/11/16,SPY,SPY,S,CBOE,607915
2023/11/17,SPY,SPY,S,CBOE,578090
2023/11/20,SPY,SPY,S,CBOE,822160
2023/11/21,SPY,SPY,S,CBOE,498350
2023/11/22,SPY,SPY,S,CBOE,562960
2023/11/24,SPY,SPY,S,CBOE,290147
2023/11/27,SPY,SPY,S,CBOE,526662
2023/11/28,SPY,SPY,S,CBOE,586462
2023/11/29,SPY,SPY,S,CBOE,682092
2023/11/30,SPY,SPY,S,CBOE,670056
2023/12/01,SPY,SPY,S,CBOE,1031589
2023/12/04,SPY,SPY,S,CBOE,708796
2023/12/05,SPY,SPY,S,CBOE,712758
2023/12/06,SPY,SPY,S,CBOE,656782
2023/12/07,SPY,SPY,S,CBOE,647147
2023/12/08,SPY,SPY,S,CBOE,709351
2023/12/11,SPY,SPY,S,CBOE,664908
2023/12/12,SPY,SPY,S,CBOE,628392
2023/12/13,SPY,SPY,S,CBOE,758767
2023/12/14,SPY,SPY,S,CBOE,969612
2023/12/15,SPY,SPY,S,CBOE,912821
2023/12/18,SPY,SPY,S,CBOE,626534
2023/12/19,SPY,SPY,S,CBOE,787839
2023/12/20,SPY,SPY,S,CBOE,1046030
2023/12/21,SPY,SPY,S,CBOE,934225
2023/12/22,SPY,SPY,S,CBOE,896661
2023/12/26,SPY,SPY,S,CBOE,708747
2023/12/27,SPY,SPY,S,CBOE,792792
2023/12/28,SPY,SPY,S,CBOE,908139
2023/12/29,SPY,SPY,S,CBOE,759198
2024/01/02,SPY,SPY,S,CBOE,742881
2024/01/03,SPY,SPY,S,CBOE,790481
2024/01/04,SPY,SPY,S,CBOE,787437
2024/01/05,SPY,SPY,S,CBOE,1432131
2024/01/08,SPY,SPY,S,CBOE,887514
2024/01/09,SPY,SPY,S,CBOE,862041
2024/01/10,SPY,SPY,S,CBOE,797755
2024/01/11,SPY,SPY,S,CBOE,999807
2024/01/12,SPY,SPY,S,CBOE,990619
2024/01/16,SPY,SPY,S,CBOE,973661
2024/01/17,SPY,SPY,S,CBOE,941916
2024/01/18,SPY,SPY,S,CBOE,993974
2024/01/19,SPY,SPY,S,CBOE,1101988
2024/01/22,SPY,SPY,S,CBOE,857880
2024/01/23,SPY,SPY,S,CBOE,1156076
2024/01/24,SPY,SPY,S,CBOE,980428
2024/01/25,SPY,SPY,S,CBOE,884488
2024/01/26,SPY,SPY,S,CBOE,816591
2024/01/29,SPY,SPY,S,CBOE,964284
2024/01/30,SPY,SPY,S,CBOE,883204
2024/01/31,SPY,SPY,S,CBOE,1134406
2024/02/01,SPY,SPY,S,CBOE,946399
2024/02/02,SPY,SPY,S,CBOE,1682483
2024/02/05,SPY,SPY,S,CBOE,1006261
2024/02/06,SPY,SPY,S,CBOE,788599
2024/02/07,SPY,SPY,S,CBOE,1056069
2024/02/08,SPY,SPY,S,CBOE,674699
2024/02/09,SPY,SPY,S,CBOE,685933
2024/02/12,SPY,SPY,S,CBOE,1494228
2024/02/13,SPY,SPY,S,CBOE,1191288
2024/02/14,SPY,SPY,S,CBOE,973307
2024/02/15,SPY,SPY,S,CBOE,1237274
2024/02/16,SPY,SPY,S,CBOE,979188
2024/02/20,SPY,SPY,S,CBOE,1003306
2024/02/21,SPY,SPY,S,CBOE,716907
2024/02/22,SPY,SPY,S,CBOE,1140543
2024/02/23,SPY,SPY,S,CBOE,844746
2024/02/26,SPY,SPY,S,CBOE,790417
2024/02/27,SPY,SPY,S,CBOE,711099
2024/02/28,SPY,SPY,S,CBOE,726607
2024/02/29,SPY,SPY,S,CBOE,827928
2024/03/01,SPY,SPY,S,CBOE,1357854
2024/03/04,SPY,SPY,S,CBOE,768048
2024/03/05,SPY,SPY,S,CBOE,1024373
2024/03/06,SPY,SPY,S,CBOE,863376
2024/03/07,SPY,SPY,S,CBOE,914963
2024/03/08,SPY,SPY,S,CBOE,1137300
2024/03/11,SPY,SPY,S,CBOE,784379
2024/03/12,SPY,SPY,S,CBOE,943965
2024/03/13,SPY,SPY,S,CBOE,665097
2024/03/14,SPY,SPY,S,CBOE,870177
2024/03/15,SPY,SPY,S,CBOE,945308
2024/03/18,SPY,SPY,S,CBOE,714193
2024/03/19,SPY,SPY,S,CBOE,804990
2024/03/20,SPY,SPY,S,CBOE,850354
2024/03/21,SPY,SPY,S,CBOE,855451
2024/03/22,SPY,SPY,S,CBOE,1694413
2024/03/25,SPY,SPY,S,CBOE,623698
2024/03/26,SPY,SPY,S,CBOE,613274
2024/03/27,SPY,SPY,S,CBOE,790955
2024/03/28,SPY,SPY,S,CBOE,1902752
2024/04/01,SPY,SPY,S,CBOE,738583
2024/04/02,SPY,SPY,S,CBOE,796134
2024/04/03,SPY,SPY,S,CBOE,747752
2024/04/04,SPY,SPY,S,CBOE,1200652
2024/04/05,SPY,SPY,S,CBOE,1051031
2024/04/08,SPY,SPY,S,CBOE,739999
2024/04/09,SPY,SPY,S,CBOE,829085
2024/04/10,SPY,SPY,S,CBOE,963345
2024/04/11,SPY,SPY,S,CBOE,939359
2024/04/12,SPY,SPY,S,CBOE,1252344
2024/04/15,SPY,SPY,S,CBOE,1157141
2024/04/16,SPY,SPY,S,CBOE,866652
2024/04/17,SPY,SPY,S,CBOE,1195876
2024/04/18,SPY,SPY,S,CBOE,977885
2024/04/19,SPY,SPY,S,CBOE,1218897
2024/04/22,SPY,SPY,S,CBOE,1070836
2024/04/23,SPY,SPY,S,CBOE,990646
2024/04/24,SPY,SPY,S,CBOE,942873
2024/04/25,SPY,SPY,S,CBOE,956888
2024/04/26,SPY,SPY,S,CBOE,855678
2024/04/29,SPY,SPY,S,CBOE,777067
2024/04/30,SPY,SPY,S,CBOE,907793
2024/05/01,SPY,SPY,S,CBOE,951256
2024/05/02,SPY,SPY,S,CBOE,1061230
2024/05/03,SPY,SPY,S,CBOE,1045547
2024/05/06,SPY,SPY,S,CBOE,1947716
2024/05/07,SPY,SPY,S,CBOE,778697
2024/05/08,SPY,SPY,S,CBOE,625927
2024/05/09,SPY,SPY,S,CBOE,834447
2024/05/10,SPY,SPY,S,CBOE,889169
2024/05/13,SPY,SPY,S,CBOE,581653
2024/05/14,SPY,SPY,S,CBOE,736988
2024/05/15,SPY,SPY,S,CBOE,1295065
2024/05/16,SPY,SPY,S,CBOE,645909
2024/05/17,SPY,SPY,S,CBOE,634751
2024/05/20,SPY,SPY,S,CBOE,1462233
2024/05/21,SPY,SPY,S,CBOE,560400
2024/05/22,SPY,SPY,S,CBOE,513494
